attempts,comments,blank_line,lloc,sloc,single_comments,system_access,exam_grade_codebench,difficult,delete_average,average_log_rows,submission_per_exercice,sucess_average,test_average,exercices_list_grade,exercices_list_grade_check_plagiarism,copy_past_proportion,sintaxe_error,IDE_usage,keystroke_latency,Media_Final
75,11,322,619,649,11,7,5.0,0.57,346.71,2662.14,7.0,0.0,27.57,7.14,7.14,0.21,0.43,232,1.2,0.81
75,11,322,619,649,11,3,10.0,2.0,43.67,378.33,3.56,0.33,5.0,6.67,6.67,0.11,0.33,58,0.89,0.81
443,0,461,4329,4329,0,8,10.0,1.14,151.57,2644.0,294.86,0.14,24.71,10.0,10.0,0.43,0.3,204,1.75,7.65
140,0,264,598,596,0,8,5.0,1.71,34.29,505.0,10.43,0.57,4.57,10.0,10.0,1.06,0.18,147,1.25,4.4
36,0,0,163,163,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.06
66,0,28,631,630,0,5,5.0,1.29,41.14,426.71,2.71,0.14,1.71,10.0,10.0,0.0,0.36,51,1.0,1.17
135,0,159,616,616,0,6,5.0,1.57,114.14,1415.57,6.0,0.43,14.57,10.0,10.0,0.93,0.18,99,1.4,8.82
60,0,188,540,540,0,5,-1.0,0.57,28.29,501.14,29.57,0.86,8.71,10.0,10.0,0.88,0.07,109,1.25,4.16
60,0,188,540,540,0,3,10.0,2.0,15.33,261.22,1.89,0.56,4.11,8.89,8.89,0.1,0.11,72,1.13,4.16
124,0,19,1277,1277,0,15,10.0,1.14,63.43,1007.86,27.29,0.29,21.29,10.0,10.0,0.44,0.14,121,2.13,10.0
25,6,43,232,238,6,7,10.0,0.57,21.29,456.57,3.29,0.57,2.57,10.0,10.0,0.07,0.2,46,0.88,10.0
60,56,85,399,455,56,5,0.0,0.57,80.0,629.86,29.57,0.43,2.0,10.0,8.57,0.94,0.35,66,1.08,8.27
60,56,85,399,455,56,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8.27
48,0,77,493,493,0,5,5.0,1.86,58.57,535.86,3.29,0.57,6.57,10.0,7.14,1.78,0.19,124,1.33,5.83
143,0,30,1096,1093,0,9,10.0,0.57,85.0,863.29,13.43,0.43,7.86,10.0,10.0,0.17,0.26,51,1.0,5.44
47,0,108,278,278,0,6,10.0,1.86,47.71,386.29,8.0,0.71,3.29,10.0,5.71,1.99,0.11,56,1.33,7.09
29,0,82,170,170,0,3,5.0,1.86,29.86,272.71,4.29,0.43,1.14,5.71,5.71,0.05,0.45,60,1.18,2.46
26,0,14,157,157,1,3,-1.0,2.0,19.86,233.86,1.14,0.29,0.29,10.0,7.14,1.11,0.17,49,0.86,2.05
26,0,14,157,157,1,2,-1.0,2.0,13.22,102.89,0.33,0.11,1.56,2.22,2.22,0.21,0.83,39,0.0,2.05
81,0,172,649,649,0,6,0.0,1.29,53.14,618.57,3.71,0.29,9.86,10.0,10.0,0.0,0.49,114,1.42,1.61
62,0,50,520,520,0,8,5.0,1.14,116.86,1084.14,12.71,0.29,11.0,10.0,10.0,0.05,0.12,221,1.43,5.18
21,0,33,113,113,0,2,-1.0,1.43,9.14,156.43,1.0,0.0,1.71,4.29,4.29,0.0,0.57,39,1.63,0.08
9,0,28,63,63,0,6,5.0,1.57,9.43,122.86,1.29,0.86,0.29,10.0,2.86,4.17,0.07,29,1.2,6.95
46,10,95,321,331,10,8,0.0,2.0,55.57,666.71,2.14,0.29,8.86,10.0,10.0,0.65,0.18,148,1.0,0.74
158,0,132,943,943,0,6,-1.0,1.71,23.14,280.29,21.71,0.0,1.29,5.71,5.71,0.8,0.68,68,2.0,1.98
158,0,132,943,943,0,4,0.0,1.43,19.29,390.14,24.43,0.57,1.14,10.0,5.71,1.24,0.4,78,1.5,1.98
44,0,0,270,270,0,6,1.65,1.57,98.71,699.57,2.71,0.43,3.71,10.0,10.0,0.0,0.23,63,1.08,8.11
64,120,37,475,595,120,3,0.0,1.43,39.0,379.57,2.86,0.71,4.14,10.0,10.0,0.52,0.22,59,1.36,7.71
32,0,37,178,178,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5.68
16,27,17,109,136,27,3,8.35,1.86,31.86,287.0,6.0,0.71,5.43,8.57,2.86,20.91,0.03,3,0.89,5.75
87,1,16,825,826,1,1,8.35,1.71,44.0,530.14,23.14,0.0,3.71,8.57,8.57,0.0,0.32,46,1.38,7.47
27,6,37,144,145,6,4,5.0,1.43,47.43,549.14,3.86,0.29,2.43,10.0,10.0,0.0,0.38,47,1.13,6.67
79,94,545,753,847,94,7,10.0,1.43,62.86,800.0,5.0,0.57,7.29,10.0,10.0,0.49,0.16,105,1.33,6.87
148,246,198,924,1170,246,10,0.0,1.29,153.14,1142.0,13.71,0.0,7.57,10.0,10.0,0.11,0.53,183,2.38,8.27
13,30,9,84,114,30,6,3.35,1.29,103.86,1004.14,4.0,0.14,12.29,10.0,10.0,0.48,0.28,123,1.63,6.77
43,52,11,348,400,52,5,0.0,2.0,49.29,438.29,4.43,0.0,1.71,10.0,10.0,0.52,0.49,59,2.25,6.5
19,0,18,133,133,0,15,5.0,1.43,37.14,606.71,3.43,0.29,0.43,10.0,10.0,0.79,0.3,77,1.56,5.54
1,0,1,6,6,0,5,5.0,2.0,45.43,634.71,1.71,0.71,5.0,10.0,10.0,0.0,0.18,76,1.3,5.24
64,4,6,495,499,4,12,5.0,2.0,11.57,273.86,2.57,0.29,0.71,8.57,7.14,0.1,0.0,24,1.0,3.95
64,4,6,495,499,4,5,0.0,2.0,47.56,406.11,5.89,0.11,4.78,10.0,8.89,1.24,0.21,113,1.6,3.95
157,56,450,1466,1522,56,11,5.0,0.86,222.86,1792.43,10.0,0.29,21.14,10.0,10.0,0.77,0.28,221,1.78,0.0
157,56,450,1466,1522,56,7,10.0,2.0,4.56,36.0,1.33,0.44,0.11,10.0,2.22,120.83,0.07,21,0.0,0.0
58,0,51,623,623,0,7,10.0,1.43,56.71,648.43,4.0,0.43,3.86,10.0,10.0,0.21,0.02,73,1.5,10.0
41,0,17,394,393,0,5,10.0,0.86,79.43,854.86,3.0,0.71,5.86,10.0,10.0,0.48,0.0,117,1.13,6.38
115,0,156,983,983,0,4,5.0,2.0,20.0,517.14,3.43,0.29,5.29,10.0,10.0,0.0,0.12,43,0.82,1.85
96,57,253,815,872,57,4,8.35,2.0,39.86,563.57,2.57,0.71,5.14,10.0,10.0,0.98,0.0,84,1.5,5.32
39,0,100,430,433,0,5,10.0,1.14,55.29,705.0,5.86,0.29,3.86,10.0,10.0,0.38,0.25,40,1.55,8.41
39,0,100,430,433,0,1,-1.0,2.0,2.33,21.67,0.56,0.0,0.11,1.11,1.11,0.0,0.97,5,0.0,8.41
31,0,13,155,163,0,5,5.0,2.0,48.14,369.0,2.71,0.43,4.43,10.0,5.71,1.78,0.31,72,1.25,5.22
46,153,109,304,456,152,3,10.0,0.57,40.71,730.57,1.14,0.71,9.57,10.0,10.0,0.34,0.0,93,1.25,5.47
71,35,53,528,563,35,7,5.0,2.0,23.86,485.0,2.43,0.43,5.29,7.14,7.14,0.35,0.24,130,1.75,3.09
71,35,53,528,563,35,16,3.33,2.0,211.33,1216.11,3.22,0.56,9.67,8.89,8.89,0.33,0.17,322,1.88,3.09
9,0,10,79,79,0,2,-1.0,1.0,37.71,370.43,1.71,0.29,6.71,5.71,5.71,2.54,0.54,64,0.65,0.0
132,224,380,1168,1366,198,3,10.0,0.86,115.14,726.71,5.29,0.14,7.29,9.29,9.29,2.07,0.2,138,1.2,0.0
78,0,66,846,846,0,4,10.0,1.0,41.0,580.57,2.71,0.57,6.29,10.0,10.0,0.04,0.05,107,1.88,6.13
24,0,30,134,134,0,3,5.0,1.57,45.71,717.14,5.86,0.29,8.29,10.0,10.0,0.83,0.15,74,0.88,3.96
41,123,139,354,477,123,3,8.35,0.0,67.86,732.86,16.0,0.43,4.43,10.0,10.0,0.21,0.25,57,0.9,9.33
121,49,90,1374,1423,49,6,5.0,1.29,61.57,1175.71,9.71,0.57,15.0,10.0,10.0,0.21,0.04,65,1.25,4.3
121,49,90,1374,1423,49,9,0.0,2.0,63.89,715.67,6.22,0.22,9.56,8.89,8.89,0.64,0.26,78,1.0,4.3
117,262,462,1132,1343,211,4,10.0,1.43,43.57,894.43,15.29,0.71,7.86,10.0,10.0,0.46,0.12,58,1.88,9.85
265,0,530,2725,2725,0,3,8.35,1.0,53.43,1290.57,211.57,0.43,12.29,10.0,10.0,0.25,0.04,96,1.22,5.6
128,226,345,1143,1369,226,2,5.0,2.0,81.29,1107.43,17.14,0.29,15.86,10.0,10.0,0.13,0.3,109,1.67,6.35
37,0,7,218,218,0,4,5.0,1.57,51.29,623.57,1.71,0.29,6.57,5.71,5.71,0.24,0.33,110,1.38,0.64
37,0,7,218,218,0,1,-1.0,2.0,1.22,16.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.46,0.64
36,34,52,276,310,34,6,5.0,1.43,1.86,37.86,1.14,0.71,1.0,10.0,2.86,144.23,0.0,13,0.56,5.0
55,117,61,403,520,117,10,5.0,1.14,21.29,195.71,7.71,0.86,1.29,10.0,5.71,9.71,0.11,19,1.63,5.2
203,26,339,1712,1738,26,5,5.0,2.0,23.14,471.0,23.43,0.29,6.71,8.57,8.57,0.0,0.56,65,1.13,1.18
118,65,103,1102,1167,65,11,5.0,0.86,106.57,905.29,37.43,0.14,6.86,10.0,10.0,0.1,0.34,130,1.6,5.02
157,0,78,1180,1179,0,7,8.35,1.57,91.71,801.43,4.14,0.14,7.57,10.0,10.0,0.36,0.36,101,1.09,1.25
77,132,81,821,937,116,5,5.0,1.14,94.14,1330.14,6.29,0.57,9.0,10.0,10.0,0.51,0.13,149,1.33,2.09
77,132,81,821,937,116,1,10.0,2.0,25.33,365.33,1.22,0.89,1.67,10.0,10.0,0.68,0.0,64,1.27,2.09
54,0,28,359,359,0,18,5.0,1.14,112.0,883.86,2.57,0.71,8.0,10.0,10.0,0.0,0.0,142,1.43,3.51
54,0,28,359,359,0,0,0.0,2.0,30.56,394.0,2.11,0.33,3.11,7.78,7.78,0.06,0.24,82,1.67,3.51
53,0,45,385,385,0,5,5.0,1.57,204.71,1325.29,2.43,0.57,11.57,10.0,10.0,0.33,0.04,185,1.38,5.46
87,0,114,870,870,0,8,10.0,0.14,59.57,2101.86,4.14,0.86,11.14,8.57,8.57,2.21,0.01,239,1.6,5.75
53,0,18,474,474,0,4,5.0,1.57,27.14,512.43,2.71,0.57,8.14,10.0,10.0,0.06,0.31,124,1.64,3.15
5,7,11,26,33,7,2,-1.0,1.86,136.29,1364.57,0.57,0.0,21.29,1.43,1.43,1.41,0.94,286,1.17,0.0
106,110,175,882,989,110,4,-1.0,1.0,148.0,1693.57,7.43,0.43,12.71,10.0,10.0,0.32,0.16,384,1.5,3.46
106,110,175,882,989,110,4,5.0,2.0,31.86,390.29,1.57,0.57,4.14,10.0,10.0,0.35,0.07,78,1.5,3.46
174,0,782,1959,1959,0,8,5.0,1.57,238.29,9921.29,5.57,0.43,32.57,10.0,10.0,0.54,0.23,191,2.0,5.01
51,0,0,484,480,0,5,5.0,1.71,53.29,480.43,0.14,0.14,1.71,7.14,7.14,0.27,0.29,60,0.9,6.22
97,50,74,1044,1094,50,2,5.0,1.71,113.57,1418.71,35.86,0.14,14.43,8.57,8.57,0.15,0.3,109,1.8,5.02
4,4,24,21,25,4,2,5.0,1.29,113.71,1078.86,11.71,0.0,11.0,9.29,9.29,0.32,0.14,213,2.23,0.64
87,90,296,747,837,90,2,5.0,2.0,47.0,350.71,2.0,0.71,4.14,8.57,5.71,10.02,0.23,70,0.8,0.83
70,214,126,601,804,203,4,-1.0,1.57,50.71,694.86,2.71,0.43,10.43,10.0,10.0,1.08,0.21,119,1.8,0.09
27,31,106,162,193,31,3,0.0,2.0,18.29,207.14,1.29,0.14,4.0,2.86,2.86,0.09,0.71,34,2.25,0.0
60,63,666,351,414,63,7,5.0,1.29,21.0,237.71,0.57,0.14,3.86,2.86,2.86,0.33,0.57,47,1.55,0.23
65,0,50,381,381,0,2,5.0,1.43,28.0,972.71,5.43,0.57,8.86,8.57,8.57,0.42,0.14,61,1.78,1.94
65,0,50,381,381,0,5,10.0,2.0,12.22,200.44,2.0,0.22,3.89,3.33,3.33,0.0,0.58,44,0.89,1.94
43,0,59,379,379,0,3,-1.0,2.0,43.57,381.57,1.57,0.71,2.71,10.0,10.0,0.0,0.19,63,1.44,0.16
176,2,108,1070,1070,0,4,-1.0,0.57,43.71,610.57,78.43,0.0,8.0,7.14,7.14,0.46,0.57,81,1.38,0.0
6,0,6,33,33,0,1,0.0,1.86,4.86,90.57,0.86,0.0,0.43,0.0,0.0,0.0,1.0,20,1.38,0.48
6,0,6,33,33,0,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.48
83,130,80,573,711,130,5,6.65,1.71,75.86,948.57,11.29,0.29,11.14,10.0,10.0,0.33,0.38,139,1.75,7.49
54,162,44,308,470,162,2,5.0,0.71,44.29,381.43,2.57,0.0,0.71,8.57,8.57,0.36,0.44,34,0.88,6.1
19,75,45,84,159,75,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5.34
32,0,90,282,282,0,13,-1.0,1.29,48.29,336.71,4.71,0.43,3.86,10.0,5.71,10.79,0.27,76,1.56,0.0
154,0,527,1820,1820,0,2,3.35,2.0,30.0,714.0,28.57,0.14,10.57,2.86,2.86,0.41,0.75,46,1.2,0.0
154,0,527,1820,1820,0,5,10.0,2.0,11.44,175.11,1.44,0.33,3.11,5.56,5.56,0.03,0.47,67,2.0,0.0
56,0,76,497,494,0,2,5.0,1.71,49.43,631.29,4.43,0.29,4.14,10.0,10.0,0.06,0.3,135,1.09,1.54
56,0,76,497,494,0,2,10.0,2.0,20.22,352.33,2.44,0.44,2.78,10.0,10.0,0.2,0.14,77,1.0,1.54
217,5,133,1922,1927,5,2,8.35,2.0,57.29,563.57,18.14,0.0,8.57,5.71,5.71,3.7,0.91,118,1.75,5.0
147,548,687,1500,2048,548,16,5.0,1.14,280.57,2434.0,9.86,0.14,23.43,10.0,10.0,0.24,0.01,189,2.5,5.03
7,0,0,54,54,0,1,0.0,1.57,0.0,12.57,0.86,0.86,0.0,10.0,0.0,0.0,0.0,2,0.0,6.77
43,0,0,242,242,0,2,5.0,2.0,86.43,616.86,5.71,0.29,4.14,8.57,8.57,0.07,0.5,109,1.44,5.49
76,171,232,673,843,170,13,10.0,1.71,64.57,773.0,10.0,0.29,7.71,10.0,10.0,1.03,0.11,149,1.54,0.0
76,171,232,673,843,170,9,-1.0,2.0,28.33,400.89,3.67,0.44,2.33,10.0,7.78,1.17,0.27,98,2.73,0.0
69,145,377,568,713,145,3,5.0,2.0,96.0,966.86,4.71,0.29,9.57,10.0,10.0,1.07,0.21,102,1.13,5.8
2,8,8,10,18,8,1,0.0,1.0,12.14,256.43,0.71,0.43,0.0,10.0,10.0,0.0,0.07,27,1.25,7.11
93,0,515,879,879,0,6,5.0,1.71,70.86,942.86,4.14,0.57,13.14,10.0,10.0,0.2,0.03,133,1.25,6.4
143,0,304,992,992,0,7,5.0,1.71,131.57,1094.14,37.14,0.57,29.71,5.71,5.71,1.68,0.2,106,1.22,0.87
42,126,129,429,555,126,3,8.35,1.71,132.0,922.0,2.57,0.43,11.14,10.0,10.0,1.1,0.05,121,1.63,5.0
39,8,49,138,146,8,6,5.0,2.0,103.14,1054.0,8.57,0.43,12.43,10.0,10.0,0.04,0.19,127,1.38,8.19
35,6,6,260,266,6,2,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7.12
35,6,6,260,266,6,1,5.0,1.86,18.71,258.57,1.57,0.71,5.14,10.0,7.14,1.97,0.18,33,0.83,7.12
106,291,251,538,829,291,4,5.0,2.0,80.57,1119.86,26.86,0.29,26.43,10.0,10.0,0.33,0.54,63,1.3,7.42
10,40,1,49,89,40,3,0.0,1.71,0.29,29.86,1.86,0.86,0.0,10.0,1.43,172.95,0.11,5,0.19,7.04
63,94,12,469,539,82,3,5.0,1.86,30.71,407.0,7.86,0.0,0.86,10.0,10.0,0.22,0.61,49,1.11,8.7
14,0,2,85,85,0,6,0.0,2.0,27.0,410.71,2.14,0.29,4.0,10.0,10.0,0.0,0.01,55,1.38,5.88
45,57,2,120,177,57,1,0.0,2.0,32.29,333.86,1.14,0.0,0.57,10.0,10.0,0.0,0.38,38,1.13,5.89
4,0,0,16,16,0,3,0.0,0.86,34.71,221.43,2.14,0.29,0.57,2.86,2.86,0.0,0.6,32,1.11,1.32
7,32,3,40,72,32,4,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,6.92
7,32,3,40,72,32,3,0.0,2.0,28.14,544.71,4.71,0.29,7.71,10.0,10.0,0.49,0.26,67,1.5,6.92
38,128,10,176,304,128,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.12
2,5,0,10,15,5,1,-1.0,1.29,12.57,275.57,1.71,0.29,0.57,10.0,10.0,0.02,0.26,51,2.38,6.13
122,79,20,653,732,79,1,5.0,1.43,22.0,321.0,4.14,0.14,0.14,10.0,10.0,0.0,0.33,49,1.3,5.86
3,0,2,9,9,0,1,8.35,1.71,33.0,361.86,1.86,0.29,0.14,10.0,10.0,0.0,0.18,78,1.1,7.63
133,11,6,997,1008,11,5,10.0,1.57,83.14,1001.29,6.0,0.29,9.86,10.0,10.0,0.72,0.29,161,1.29,6.84
133,11,6,997,1008,11,4,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,6.84
40,110,111,333,443,110,10,10.0,1.14,21.0,148.86,2.43,0.71,0.86,10.0,5.71,19.59,0.19,68,1.22,7.85
82,50,242,599,649,51,10,10.0,1.29,86.29,984.86,8.0,0.71,13.57,10.0,10.0,0.57,0.09,111,1.27,6.97
47,149,197,535,676,141,4,10.0,1.43,73.0,842.14,6.86,0.14,6.0,10.0,10.0,0.34,0.36,97,1.14,9.91
65,295,292,743,1038,295,9,5.0,1.71,211.43,1887.14,9.0,0.57,14.43,10.0,10.0,0.67,0.08,171,1.44,7.05
97,5,20,868,873,5,18,10.0,1.14,119.71,1396.86,18.43,0.14,8.0,10.0,10.0,0.42,0.51,133,1.25,8.95
7,33,39,36,69,33,2,-1.0,1.86,0.71,3.71,0.0,0.0,0.0,0.0,0.0,18.8,1.0,0,0.0,0.27
7,33,39,36,69,33,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.27
48,0,32,456,456,0,5,10.0,0.86,29.14,421.86,1.57,0.14,3.43,10.0,10.0,0.0,0.2,66,1.75,7.13
29,29,19,219,248,29,3,5.0,1.71,0.71,52.29,1.29,0.29,0.29,10.0,4.29,94.31,0.29,15,0.0,5.15
56,16,63,520,536,16,5,5.0,0.0,36.57,550.14,3.71,0.57,6.71,10.0,10.0,0.94,0.23,95,1.2,5.03
12,12,21,91,103,12,6,5.0,1.71,0.0,30.43,0.86,0.71,0.14,10.0,0.0,384.71,0.0,5,0.0,3.36
89,192,10,740,932,192,2,0.0,1.57,27.0,396.43,3.29,0.57,11.86,10.0,4.29,11.45,0.12,120,1.13,0.0
83,3,18,639,641,2,21,0.0,1.43,326.86,3506.57,9.71,0.14,33.29,10.0,10.0,0.19,0.26,468,2.13,6.47
74,0,17,861,861,0,10,8.35,1.0,35.86,774.86,10.0,0.71,12.14,10.0,8.57,0.75,0.05,124,1.56,7.91
143,288,607,1071,1359,288,9,8.35,1.0,61.0,726.43,19.71,0.29,9.57,10.0,10.0,0.21,0.5,134,1.0,7.05
56,85,239,581,666,85,10,0.0,1.57,85.71,1032.57,2.14,0.43,14.29,10.0,8.57,0.05,0.18,160,1.3,8.1
65,497,99,497,1009,497,14,10.0,0.43,61.57,475.71,6.29,0.43,6.86,10.0,7.14,17.34,0.21,34,1.0,8.2
65,497,99,497,1009,497,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8.2
9,0,3,68,68,0,3,5.0,1.57,0.0,12.14,0.57,0.57,0.0,10.0,0.0,559.0,0.0,2,0.0,7.63
66,638,70,606,1244,638,19,0.0,2.0,163.14,1542.29,6.43,0.71,14.43,10.0,10.0,1.46,0.11,189,1.38,0.0
44,2,9,283,285,2,8,0.0,0.86,0.43,44.29,1.57,0.71,0.29,10.0,1.43,284.23,0.0,2,0.0,5.49
148,0,685,1191,1191,0,17,0.0,1.43,260.43,1490.71,3.71,0.29,17.14,10.0,10.0,0.18,0.2,354,1.64,1.57
67,28,108,632,660,28,12,5.0,1.57,79.43,696.0,6.29,0.43,4.86,10.0,10.0,0.2,0.43,109,1.1,8.46
82,0,273,851,851,0,4,10.0,1.29,51.29,628.0,8.71,0.29,9.14,10.0,10.0,0.02,0.21,50,1.7,5.26
117,386,592,980,1366,386,21,5.0,0.57,180.29,1335.57,10.57,0.43,8.86,10.0,10.0,1.82,0.26,201,2.25,8.43
22,243,43,218,461,243,12,5.0,0.71,28.57,522.57,3.86,0.86,3.0,10.0,10.0,2.4,0.02,112,1.22,8.94
24,10,34,195,205,10,5,5.0,0.71,0.14,51.0,1.14,0.71,1.43,10.0,4.29,448.0,0.0,13,0.0,5.43
129,183,384,1053,1236,183,11,3.35,1.71,70.0,644.43,12.71,0.43,2.86,10.0,10.0,1.17,0.29,66,1.11,0.0
50,20,75,440,460,20,5,5.0,1.29,45.29,526.29,2.0,0.43,4.29,10.0,10.0,0.22,0.12,89,1.11,4.57
34,54,55,247,301,54,10,10.0,1.43,111.14,1018.29,2.86,0.29,9.14,10.0,10.0,0.53,0.19,148,1.56,6.65
51,29,150,409,438,29,8,5.0,1.29,41.57,631.86,4.71,0.57,8.71,10.0,10.0,0.05,0.11,73,1.0,6.81
57,0,42,417,417,0,3,-1.0,2.0,16.0,189.57,1.0,0.0,2.43,0.0,0.0,0.08,0.81,46,0.75,6.21
57,0,42,417,417,0,7,8.35,1.71,12.0,170.43,1.57,0.71,2.43,10.0,4.29,11.12,0.0,45,1.5,6.21
176,205,563,1402,1607,205,7,1.65,1.0,211.29,1602.14,18.0,0.43,18.0,10.0,10.0,0.39,0.5,94,2.25,6.39
78,168,92,643,811,169,14,5.0,1.0,306.57,1428.29,8.43,0.29,8.43,10.0,10.0,0.57,0.0,119,1.75,6.58
1,0,0,5,5,0,3,-1.0,1.71,0.71,24.86,0.14,0.14,0.43,1.43,1.43,0.0,0.86,2,0.47,2.24
69,22,115,610,632,22,4,10.0,1.71,72.14,796.29,2.29,0.43,8.0,10.0,10.0,0.0,0.04,69,1.0,8.35
227,191,315,2011,2202,191,17,10.0,0.71,298.14,2484.29,21.43,0.29,23.29,10.0,10.0,0.66,0.48,210,1.63,6.25
34,14,123,314,329,14,12,0.0,1.14,34.86,394.43,1.29,0.71,3.57,8.57,5.71,1.28,0.14,138,1.22,1.02
153,484,68,1154,1638,484,12,5.0,1.71,78.43,690.0,5.57,0.29,6.86,10.0,10.0,1.68,0.12,198,1.25,6.88
69,44,66,729,692,44,3,0.0,2.0,15.57,128.0,1.71,0.57,0.29,10.0,2.86,6.13,0.13,24,1.11,0.0
32,0,32,181,181,0,3,5.0,1.71,0.0,37.57,1.0,0.57,0.0,8.57,1.43,211.13,0.21,9,0.0,5.0
103,0,9,839,839,0,13,5.0,1.86,76.71,2795.86,11.71,0.57,4.43,10.0,10.0,0.45,0.16,157,1.11,5.02
191,1494,321,1267,2737,1456,4,8.35,1.43,149.0,2480.14,1.71,0.43,18.57,5.71,5.71,1.37,0.14,135,1.23,2.0
144,775,948,1142,1917,775,11,10.0,1.0,103.0,1000.0,18.14,0.43,10.57,10.0,10.0,1.16,0.18,175,1.4,8.43
40,42,16,283,325,42,5,10.0,0.57,37.29,473.14,1.57,0.57,4.0,10.0,8.57,0.69,0.11,60,1.44,7.23
48,214,121,449,653,204,7,10.0,0.43,50.86,614.0,1.86,0.57,4.14,10.0,10.0,2.54,0.07,41,1.0,7.02
36,2,100,306,308,2,1,0.0,2.0,77.71,721.57,1.0,0.29,5.57,2.86,2.86,0.01,0.71,150,1.33,0.02
2,0,0,10,10,0,5,-1.0,1.29,21.29,345.57,3.29,0.29,2.14,8.57,8.57,0.0,0.5,64,1.42,0.39
13,25,25,104,129,25,8,10.0,0.14,93.29,1866.71,1.71,0.71,5.86,10.0,10.0,0.18,0.12,96,1.5,7.33
146,1065,567,1752,2816,1041,10,10.0,1.0,208.0,2025.0,7.14,0.29,32.0,10.0,10.0,1.06,0.12,143,1.5,7.61
90,8,50,605,613,8,4,5.0,1.43,19.43,433.14,0.43,0.0,6.71,0.0,0.0,1.04,0.71,80,1.21,0.85
70,213,157,644,857,213,9,5.0,1.57,40.29,709.43,1.86,0.43,6.43,10.0,10.0,0.99,0.04,100,1.5,5.05
452,1125,1707,4168,5293,1125,15,5.0,1.0,198.0,2309.29,28.43,0.29,37.86,10.0,10.0,0.2,0.31,159,2.5,0.0
72,10,206,557,564,10,2,0.0,1.29,34.57,538.57,5.86,0.0,8.29,2.86,2.86,4.17,0.85,81,1.13,0.0
97,48,36,523,571,48,4,-1.0,0.86,52.71,654.71,2.43,0.43,5.43,7.14,7.14,0.63,0.14,126,0.9,0.0
73,0,106,478,478,0,6,5.0,2.0,100.43,827.14,3.14,0.43,6.71,9.29,9.29,0.0,0.11,82,1.33,0.0
56,14,159,581,595,14,3,0.0,1.43,83.14,726.43,1.29,0.43,5.57,8.57,8.57,1.78,0.29,116,1.38,0.17
32,112,4,235,317,82,4,0.0,1.71,84.29,693.43,0.86,0.71,7.57,7.14,7.14,0.0,0.29,110,1.5,0.48
26,0,29,144,144,0,6,0.0,1.14,16.14,364.71,1.71,0.29,6.43,7.14,7.14,0.0,0.4,30,1.22,5.09
5,0,3,28,28,0,9,-1.0,1.57,21.57,175.71,0.57,0.57,1.14,5.71,5.71,0.44,0.43,41,1.33,1.13
67,0,35,355,355,0,6,5.0,2.0,122.0,1055.71,4.71,0.29,13.29,10.0,10.0,0.07,0.3,81,1.25,5.45
20,0,0,158,158,0,10,5.0,1.29,22.71,359.14,0.71,0.57,1.71,10.0,10.0,0.0,0.07,42,1.22,5.88
30,0,25,191,191,0,7,5.0,1.86,17.14,382.0,1.0,0.43,3.14,10.0,10.0,0.0,0.0,60,0.94,5.51
165,0,115,1307,1307,0,7,0.0,1.0,23.57,853.43,13.14,0.29,21.14,10.0,10.0,1.27,0.26,228,1.22,0.0
