attempts,comments,blank_line,lloc,sloc,single_comments,system_access,exam_grade_codebench,difficult,delete_average,average_log_rows,submission_per_exercice,sucess_average,test_average,exercices_list_grade,exercices_list_grade_check_plagiarism,copy_past_proportion,sintaxe_error,IDE_usage,keystroke_latency,Media_Final
44,55,170,384,436,55,4,10.0,2.0,2.55,47.73,3.82,0.91,0.36,9.39,2.12,204.97,0.0,58,0.0,6.03
174,0,99,1944,1938,0,53,10.0,1.55,121.91,941.18,8.0,0.55,12.36,10.0,10.0,8.5,0.11,268,1.8,8.27
77,0,65,800,797,0,4,10.0,2.0,26.18,452.09,3.27,0.64,4.82,10.0,10.0,1.57,0.2,108,1.5,6.77
53,0,29,488,488,0,3,10.0,2.0,0.36,26.73,1.27,0.91,0.0,10.0,0.91,3296.0,0.07,21,0.0,6.5
26,0,37,233,230,0,5,10.0,0.64,28.27,341.18,1.91,0.64,0.55,10.0,8.18,1.64,0.17,42,1.38,5.54
21,97,21,208,305,97,6,10.0,2.0,2.36,70.36,1.18,0.82,0.18,10.0,3.64,25.99,0.09,11,1.5,5.24
4,6,8,55,61,6,2,-1.0,2.0,0.0,2.27,0.09,0.09,0.0,2.73,0.0,0.0,0.73,0,0.0,3.95
4,6,8,55,61,6,5,0.0,2.0,38.0,402.18,3.45,0.36,2.45,6.36,6.36,0.25,0.38,124,1.91,3.95
74,12,33,757,767,10,19,10.0,0.91,62.73,613.82,1.91,0.55,3.64,10.0,9.09,0.94,0.11,137,1.25,10.0
254,0,15,2850,2842,0,12,1.65,1.45,187.36,1299.09,2.73,0.36,16.73,6.36,6.36,1.15,0.29,298,1.63,6.38
12,4,11,138,142,4,1,-1.0,0.64,0.0,11.64,0.64,0.64,0.0,10.0,0.0,0.0,0.0,2,0.0,1.85
123,106,721,1792,1898,106,11,5.0,2.0,9.91,230.55,3.91,0.36,2.0,10.0,4.55,3.42,0.12,72,1.21,5.32
249,60,616,3083,3117,60,19,-1.0,0.36,69.0,828.55,17.55,0.27,14.0,10.0,9.09,1.1,0.34,238,0.91,8.41
249,60,616,3083,3117,60,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8.41
327,24,519,3650,3650,0,56,10.0,1.45,123.45,1107.0,3.09,0.64,20.91,10.0,8.18,2.47,0.16,219,1.38,5.22
108,318,455,1084,1248,174,6,0.0,1.55,36.91,487.82,1.18,0.36,6.55,6.36,6.36,1.8,0.35,134,1.75,5.47
253,2085,611,1795,3856,2069,9,0.0,1.64,139.36,750.45,0.91,0.73,11.82,8.18,7.27,0.67,0.23,195,2.0,3.09
253,2085,611,1795,3856,2069,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3.09
98,208,24,1067,1262,208,2,0.0,1.27,87.91,532.18,1.36,0.27,6.73,4.25,4.25,2.59,0.45,114,1.0,0.0
228,0,339,2478,2475,0,11,5.0,1.55,56.64,604.36,4.55,0.55,8.64,10.0,7.27,2.44,0.26,137,1.75,6.13
247,43,467,2771,2633,43,23,10.0,1.36,66.82,820.27,5.64,0.36,13.18,10.0,9.09,2.53,0.16,229,1.08,3.96
40,120,192,595,715,120,7,10.0,0.55,46.27,624.73,8.0,0.09,6.91,8.18,8.18,1.95,0.46,180,0.78,9.33
93,0,107,1391,1387,0,15,10.0,1.09,14.91,306.64,1.18,0.64,4.18,10.0,6.36,3.81,0.12,70,1.0,4.3
93,0,107,1391,1387,0,25,0.0,2.0,11.45,233.27,1.18,0.45,1.64,5.45,5.45,4.85,0.48,97,0.6,4.3
142,408,336,1689,1965,278,4,8.35,0.18,28.82,546.91,2.55,0.64,7.64,10.0,10.0,0.26,0.06,190,1.33,9.85
312,86,723,3395,3408,86,18,10.0,2.0,58.45,891.09,21.91,0.55,12.09,10.0,10.0,3.29,0.1,112,1.42,5.6
573,116,698,7769,7863,116,21,5.0,1.64,176.0,1842.64,11.45,0.55,39.73,10.0,10.0,0.79,0.1,363,1.55,6.35
2,0,0,15,15,0,2,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.64
2,0,0,15,15,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.64
13,45,2,117,162,45,1,10.0,1.45,0.0,13.09,0.91,0.91,0.0,10.0,0.0,0.0,0.0,6,0.0,5.0
67,68,45,436,489,56,3,10.0,1.55,11.36,201.18,1.45,0.82,2.27,10.0,1.82,6.44,0.07,79,1.27,5.2
35,404,0,640,925,287,5,-1.0,2.0,9.73,143.27,4.55,0.73,0.0,10.0,3.64,193.0,0.15,40,0.0,1.18
289,0,860,3401,3378,0,18,0.0,1.82,146.91,1055.73,2.36,0.45,17.0,5.45,5.45,0.99,0.27,338,1.44,5.02
22,188,0,343,436,93,2,-1.0,2.0,4.73,68.64,18.0,0.18,0.18,2.73,0.0,225.36,0.73,14,0.88,1.25
98,0,45,1049,1047,0,8,-1.0,1.45,72.36,622.64,0.82,0.27,9.55,7.27,4.55,2.91,0.33,188,1.38,3.51
98,0,45,1049,1047,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3.51
44,0,0,280,276,0,5,-1.0,2.0,29.0,219.0,0.45,0.09,0.91,1.82,1.82,0.2,0.82,41,1.0,5.46
94,0,17,813,806,0,9,0.0,1.55,21.27,224.18,0.64,0.18,4.09,2.73,1.82,4.75,0.64,108,0.54,5.75
193,0,542,2756,2749,0,10,0.0,1.82,36.36,496.0,1.64,0.45,12.0,8.18,8.18,1.78,0.44,184,1.63,3.15
98,96,90,1198,1291,96,4,-1.0,1.45,38.73,353.27,0.55,0.27,5.91,2.73,2.73,2.0,0.64,176,1.38,3.46
98,96,90,1198,1291,96,7,-1.0,2.0,181.09,1381.91,4.73,0.27,17.91,4.55,4.55,0.83,0.45,330,1.9,3.46
295,4,1131,5051,5046,4,12,5.0,1.82,130.09,866.64,1.0,0.36,19.18,5.45,5.45,0.62,0.45,187,1.6,5.01
233,0,2,2604,2550,0,3,5.0,1.45,67.18,719.55,1.0,0.09,8.55,2.73,2.73,0.4,0.55,119,1.13,6.22
71,135,191,936,1070,135,7,0.0,1.64,53.45,412.09,2.27,0.82,5.09,10.0,2.73,6.13,0.07,94,1.2,5.02
19,0,38,60,60,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.64
63,22,99,444,456,12,6,0.0,2.0,0.73,26.0,0.82,0.64,0.0,10.0,0.91,79.74,0.0,8,0.6,1.94
63,22,99,444,456,12,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.94
123,120,67,1357,1357,0,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
17,0,18,130,130,0,10,-1.0,2.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.48
17,0,18,130,130,0,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.48
66,0,51,674,674,0,9,10.0,1.82,12.0,129.73,0.91,0.64,0.73,10.0,3.64,4.28,0.06,23,0.89,7.49
49,0,20,451,444,0,2,10.0,2.0,14.82,183.27,1.45,0.64,0.09,9.09,3.64,4.39,0.22,40,1.07,6.1
46,0,78,537,537,0,1,10.0,1.91,0.0,14.18,1.0,1.0,0.0,10.0,0.0,0.0,0.0,2,0.0,5.34
15,0,43,209,209,0,2,-1.0,1.73,7.18,109.36,0.36,0.18,1.0,2.73,2.73,0.93,0.73,59,1.0,1.54
15,0,43,209,209,0,2,3.33,2.0,10.0,192.45,1.0,0.36,1.82,4.55,4.55,0.09,0.61,56,1.44,1.54
150,9,286,1810,1823,9,7,5.0,2.0,76.0,556.27,1.27,0.36,7.45,6.36,4.55,2.41,0.41,231,1.38,5.0
220,9,1347,2321,2327,6,10,5.0,1.73,82.73,609.45,2.18,0.09,9.45,1.82,1.82,0.0,0.76,175,1.38,5.03
101,0,107,1124,1109,0,5,10.0,2.0,26.18,382.73,11.45,0.18,0.82,10.0,10.0,0.52,0.4,119,2.25,6.77
100,8,44,743,749,7,4,10.0,1.91,30.73,292.82,11.27,0.45,1.36,10.0,5.45,3.97,0.18,60,1.11,5.49
84,58,337,1058,1108,50,6,5.0,1.82,40.91,412.64,1.55,0.27,5.09,4.55,4.55,0.7,0.6,142,0.78,5.8
5,0,0,76,76,0,6,10.0,1.73,0.0,10.45,0.27,0.27,0.0,10.0,0.0,0.0,0.0,2,0.0,7.11
283,0,1063,3294,3291,0,12,5.0,2.0,55.09,756.73,5.09,0.64,10.18,10.0,10.0,0.24,0.14,101,1.38,6.4
52,8,147,483,491,8,5,10.0,1.82,39.91,395.73,2.82,0.64,3.45,10.0,4.55,6.59,0.14,149,1.56,5.0
294,185,878,3753,3938,185,27,10.0,0.91,59.36,727.36,9.18,0.36,16.27,10.0,9.09,2.98,0.23,270,1.0,8.19
53,0,42,644,632,0,8,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7.12
53,0,42,644,632,0,8,10.0,1.45,14.27,447.82,2.36,0.27,1.36,10.0,10.0,0.0,0.45,107,1.63,7.12
47,0,0,569,569,0,4,10.0,2.0,30.64,369.73,4.45,0.73,0.18,10.0,7.27,1.07,0.16,74,1.4,7.42
60,0,61,776,773,0,5,10.0,2.0,17.91,107.64,1.27,0.73,0.18,10.0,1.82,13.69,0.14,26,0.75,7.04
39,0,19,485,485,0,7,10.0,1.09,0.0,27.36,1.0,1.0,0.0,10.0,0.0,0.0,0.0,49,0.0,8.7
64,17,6,738,740,13,17,10.0,2.0,57.82,600.64,2.73,0.27,0.0,10.0,10.0,1.41,0.37,111,1.38,5.88
66,0,95,752,752,0,2,5.0,1.27,41.0,481.55,3.36,0.18,1.36,5.75,5.75,0.0,0.52,173,1.91,1.32
97,0,0,1200,1200,0,2,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,6.92
97,0,0,1200,1200,0,2,10.0,1.27,14.45,425.82,2.64,0.18,4.18,7.27,7.27,0.12,0.42,85,1.33,6.92
52,0,71,549,549,0,4,10.0,2.0,15.64,50.36,0.91,0.82,0.27,10.0,0.91,0.0,0.05,4,0.0,6.73
420,31,62,3592,3473,23,27,10.0,1.27,137.73,1420.91,2.18,0.91,24.27,10.0,10.0,2.44,0.04,239,1.0,6.13
50,0,200,658,658,0,3,10.0,1.55,0.0,17.82,0.91,0.91,0.0,10.0,0.0,0.0,0.0,24,0.0,5.86
11,0,12,121,121,0,10,-1.0,1.55,12.0,157.64,0.64,0.36,0.0,10.0,2.73,2.87,0.05,65,1.36,7.63
50,74,14,643,715,74,7,10.0,2.0,0.18,22.82,1.09,0.91,0.09,10.0,0.91,3661.0,0.0,20,0.0,6.84
50,74,14,643,715,74,8,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,6.84
218,579,1226,2909,3444,543,20,10.0,1.18,72.55,840.0,7.09,0.64,18.0,10.0,7.27,2.51,0.12,116,1.38,7.85
83,24,319,1092,1111,24,11,10.0,1.64,97.09,987.36,1.36,0.73,9.45,10.0,9.09,0.74,0.03,228,1.25,6.97
346,340,722,5081,5419,340,8,10.0,1.64,86.18,974.27,7.45,0.36,21.09,10.0,8.18,1.89,0.16,320,1.0,9.91
217,240,498,1726,1920,240,3,10.0,2.0,56.45,534.18,1.45,0.55,6.0,10.0,4.55,3.84,0.08,113,1.22,7.05
618,983,294,7685,8639,975,17,10.0,1.27,278.09,2194.55,6.0,0.0,29.64,10.0,10.0,0.76,0.18,487,1.88,8.95
46,0,26,367,367,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.27
46,0,26,367,367,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.27
96,39,13,1012,1044,39,1,10.0,1.09,0.18,14.0,1.09,0.91,0.0,10.0,0.0,6516.0,0.05,9,0.0,7.13
33,9,2,334,338,6,2,10.0,1.27,0.0,15.73,1.0,1.0,0.09,10.0,0.0,0.0,0.0,5,0.0,5.15
24,74,44,232,306,74,3,10.0,1.18,103.18,361.27,1.55,0.82,2.27,10.0,5.45,7.63,0.07,58,1.14,5.03
13,32,0,119,151,32,2,0.0,1.27,0.0,50.09,1.45,0.64,0.0,10.0,0.91,280.39,0.24,31,0.0,3.36
11,33,0,107,140,33,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
100,2,21,725,724,2,16,10.0,1.82,87.09,600.64,1.82,0.73,10.0,10.0,2.73,4.29,0.08,172,0.63,6.47
24,56,29,287,343,56,17,5.0,2.0,1.09,42.64,2.0,0.64,0.45,10.0,2.73,342.52,0.2,49,0.0,7.91
28,51,23,293,344,51,4,10.0,1.91,6.0,77.91,0.64,0.64,0.18,10.0,1.82,11.73,0.0,14,0.88,7.05
80,94,75,958,1046,94,14,10.0,1.91,14.09,188.45,3.09,0.55,2.91,10.0,7.27,8.39,0.07,108,1.0,8.1
57,30,20,617,635,30,3,10.0,1.0,0.0,14.0,0.91,0.91,0.0,10.0,0.0,0.0,0.0,16,0.0,8.2
57,30,20,617,635,30,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8.2
39,0,0,391,391,0,1,10.0,1.64,0.18,31.0,2.18,0.91,0.18,10.0,0.91,1269.0,0.0,16,0.0,7.63
18,3,68,243,254,3,2,10.0,1.27,0.0,13.36,0.91,0.91,0.0,10.0,0.0,3175.5,0.0,8,0.0,5.49
29,0,22,279,277,0,7,10.0,2.0,6.36,90.45,0.91,0.73,1.27,7.27,5.45,8.14,0.18,57,1.33,1.57
104,104,104,1058,1148,104,3,10.0,1.09,38.0,437.91,3.27,0.36,1.09,10.0,9.09,0.51,0.32,50,0.9,8.46
53,51,10,477,528,51,6,10.0,2.0,83.0,205.36,1.45,0.91,0.09,10.0,0.91,0.0,0.0,36,0.0,5.26
212,387,273,2545,2919,387,27,10.0,1.27,53.18,633.45,2.45,0.45,7.0,10.0,10.0,1.13,0.08,141,1.0,8.43
141,204,10,1804,2011,204,9,10.0,1.09,4.36,109.82,2.55,0.91,0.82,10.0,1.82,14.24,0.06,60,1.18,8.94
43,94,18,426,516,94,2,10.0,1.36,0.64,21.73,1.45,0.64,0.18,10.0,0.91,0.0,0.05,15,0.0,5.43
31,156,11,286,442,156,3,10.0,1.18,0.0,14.91,0.82,0.82,0.18,10.0,0.0,0.0,0.0,3,0.0,4.57
37,24,134,505,529,24,1,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,6.65
120,32,665,1745,1765,32,10,10.0,1.82,17.36,316.36,1.73,0.82,3.36,10.0,5.45,3.96,0.14,106,1.0,6.81
46,1,62,454,455,1,7,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,6.21
46,1,62,454,455,1,2,10.0,2.0,0.64,25.91,1.45,0.64,0.18,10.0,0.91,4094.0,0.15,23,0.0,6.21
24,0,15,224,220,0,1,10.0,1.0,25.82,469.45,1.73,0.73,2.82,10.0,8.18,0.81,0.16,73,1.25,6.39
57,0,17,540,528,0,9,10.0,1.09,40.73,298.0,1.27,0.82,1.55,10.0,5.45,4.64,0.0,91,1.56,6.58
8,12,27,59,67,8,1,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.24
72,0,100,1005,1005,0,1,10.0,0.91,0.0,17.18,1.0,1.0,0.27,10.0,0.0,0.0,0.0,2,0.0,8.35
10,12,14,91,103,12,7,10.0,1.18,0.09,32.45,1.27,0.91,0.0,10.0,0.91,0.0,0.02,40,0.0,6.25
35,5,163,358,349,5,7,0.0,1.27,15.45,136.18,1.45,0.36,2.45,4.55,1.82,23.74,0.59,71,1.33,1.02
12,37,0,119,156,37,4,10.0,1.82,46.55,112.55,0.73,0.55,0.09,10.0,0.91,7370.0,0.0,12,0.0,5.0
9,12,0,63,68,12,2,-1.0,2.0,1.18,43.55,0.18,0.18,0.18,1.82,1.82,0.0,0.82,8,0.67,5.02
52,18,184,646,656,10,3,10.0,0.91,0.0,17.0,1.36,0.82,0.0,10.0,0.0,0.0,0.0,5,0.0,8.43
69,261,195,727,986,261,5,10.0,1.18,8.73,46.45,1.09,0.82,0.0,10.0,1.82,3961.5,0.05,12,0.0,7.23
106,100,281,1207,1297,90,9,5.0,1.55,62.36,626.36,1.18,0.18,3.27,4.55,4.55,0.19,0.45,154,1.38,7.02
111,117,49,1278,1387,115,5,10.0,1.09,36.36,370.55,1.27,0.73,3.09,10.0,4.55,2.6,0.05,130,1.13,7.33
71,406,311,865,1270,406,1,5.0,1.73,36.91,457.27,3.91,0.09,10.18,4.55,4.55,2.9,0.68,140,1.0,7.61
28,0,37,198,198,0,2,0.0,2.0,23.0,327.73,0.0,0.0,0.18,0.0,0.0,0.0,1.0,67,1.67,0.0
55,209,226,566,775,209,2,1.65,1.91,3.18,45.0,1.18,0.82,0.0,10.0,1.82,49.8,0.09,10,0.57,5.05
119,290,241,1249,1539,290,13,0.0,1.36,32.64,399.91,1.64,0.55,4.27,7.88,6.97,0.92,0.31,121,1.6,0.0
38,0,95,185,185,0,1,-1.0,1.64,3.64,23.55,0.09,0.09,0.27,1.82,0.0,30.25,0.82,5,0.0,0.0
35,66,44,208,271,66,2,-1.0,1.82,34.0,263.18,0.18,0.09,3.45,0.91,0.91,0.33,0.91,86,0.75,0.0
55,18,60,528,546,18,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.48
109,0,190,1046,1046,0,8,5.0,2.0,0.27,16.82,1.0,0.45,0.27,9.09,0.0,0.0,0.0,7,0.0,5.09
6,0,24,54,54,0,7,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.13
13,0,22,147,147,0,20,10.0,1.64,17.0,230.27,9.64,0.73,3.0,10.0,3.64,8.13,0.14,82,1.07,5.45
43,6,56,433,438,6,3,10.0,2.0,7.64,35.64,0.82,0.64,0.0,10.0,1.82,6714.0,0.09,54,0.0,6.21
39,0,3,397,397,0,9,10.0,1.64,27.27,367.82,1.18,0.91,2.0,10.0,9.09,0.56,0.0,63,1.63,5.88
114,0,121,1297,1295,0,9,10.0,2.0,0.09,17.55,1.09,0.91,0.0,10.0,0.0,1140.4,0.0,17,0.0,5.51
