attempts,comments,blank_line,lloc,sloc,single_comments,system_access,exam_grade_codebench,difficult,delete_average,average_log_rows,submission_per_exercice,sucess_average,test_average,exercices_list_grade,exercices_list_grade_check_plagiarism,copy_past_proportion,sintaxe_error,IDE_usage,keystroke_latency,Media_Final
142,0,191,2019,1997,0,8,3.35,1.11,98.89,1183.89,13.78,0.33,14.22,8.89,8.89,2.57,0.14,165,1.56,4.16
142,0,191,2019,1997,0,3,5.57,2.0,35.0,611.33,27.67,0.67,2.33,8.89,8.89,1.43,0.2,179,1.89,4.16
495,0,655,12649,12649,10,25,10.0,1.11,249.67,2885.67,25.78,0.33,30.0,10.0,10.0,3.39,0.27,439,3.5,10.0
206,303,920,5157,5450,293,19,10.0,0.89,86.33,1859.89,10.89,0.0,11.0,10.0,10.0,1.81,0.24,205,2.38,10.0
317,0,1987,6205,6179,0,9,5.0,1.22,173.78,1508.78,44.56,0.11,14.67,10.0,10.0,1.49,0.47,238,1.5,8.27
317,0,1987,6205,6179,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8.27
166,0,40,3062,3062,0,9,5.0,2.0,179.33,1376.33,9.22,0.44,24.78,10.0,5.56,9.23,0.07,476,1.56,5.83
242,0,80,3011,3011,0,9,5.0,0.67,168.78,1352.89,10.11,0.33,13.22,10.0,6.67,3.05,0.09,169,1.13,5.44
245,2,908,2479,2480,2,22,5.0,1.78,118.44,788.22,5.78,0.44,3.67,10.0,3.33,7.31,0.1,97,1.0,7.09
57,0,39,596,596,0,2,0.0,1.89,31.33,281.0,3.22,0.11,0.78,3.33,3.33,1.02,0.86,69,1.13,2.46
94,0,177,1257,1252,0,4,0.0,1.44,65.78,719.89,7.33,0.44,4.67,10.0,4.44,2.04,0.22,243,1.88,1.61
813,451,1140,9988,10431,451,27,5.0,1.89,396.89,4709.78,36.78,0.0,65.56,7.41,7.41,1.06,0.28,222,1.9,5.18
124,0,269,1520,1520,0,12,6.65,1.33,43.89,469.89,1.0,0.67,4.78,10.0,3.33,7.04,0.11,34,1.0,6.95
240,258,384,3828,4067,252,29,0.0,1.56,192.44,1825.78,6.0,0.11,17.78,10.0,10.0,2.0,0.22,277,1.7,0.74
95,0,223,1052,1053,0,2,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.98
95,0,223,1052,1053,0,1,0.0,2.0,7.89,66.78,1.11,0.0,1.0,0.74,0.74,0.0,0.89,23,0.0,1.98
99,1,34,1221,1222,1,8,5.0,1.33,36.33,307.67,2.56,0.56,2.67,10.0,10.0,5.81,0.17,42,1.25,8.11
357,0,700,5164,5164,0,25,5.0,1.89,67.33,922.33,13.78,0.89,22.44,10.0,8.89,30.46,0.03,69,1.56,7.71
149,32,273,2117,2149,32,3,5.0,1.56,4.22,131.0,3.89,0.56,3.0,10.0,4.44,1086.94,0.08,104,0.0,5.75
777,157,399,13196,13353,157,16,6.65,2.0,400.56,5245.0,260.0,0.0,35.44,10.0,10.0,1.07,0.23,369,1.5,7.47
165,21,322,1756,1781,21,4,5.0,0.44,53.44,599.11,4.56,0.33,3.11,10.0,7.78,8.12,0.26,84,1.22,6.67
173,63,414,2266,2329,63,7,10.0,1.78,143.11,1869.22,10.0,0.11,9.67,7.78,6.67,0.93,0.38,259,1.63,6.87
75,216,170,583,797,216,6,5.0,2.0,416.0,4722.89,5.56,0.33,0.67,10.0,8.89,0.97,0.21,951,1.5,6.03
197,2,372,2859,2861,2,33,5.0,1.67,141.44,1171.0,12.33,0.44,9.44,10.0,10.0,10.41,0.21,199,1.63,8.27
196,280,1382,2103,2378,280,9,5.0,1.67,110.56,1207.67,10.56,0.0,6.11,10.0,10.0,1.87,0.2,158,2.38,6.77
104,3,33,1252,1255,3,12,5.0,2.0,76.44,671.33,5.22,0.56,3.44,10.0,3.33,4.72,0.2,140,1.88,6.5
90,0,71,1029,1023,0,32,5.0,1.78,164.56,2846.22,8.33,0.11,6.11,10.0,10.0,1.14,0.35,298,2.08,5.54
114,6,387,1513,1518,6,12,0.0,1.89,54.78,477.22,3.78,0.56,3.89,10.0,5.56,12.09,0.02,40,1.78,5.24
120,0,14,2040,2040,0,4,3.35,2.0,9.33,217.44,14.11,0.11,0.78,2.22,2.22,0.05,0.78,39,1.88,3.95
120,0,14,2040,2040,0,5,5.57,2.0,21.89,283.11,2.0,0.11,3.33,6.67,4.44,8.56,0.5,121,1.67,3.95
4,0,0,52,52,0,8,-1.0,1.78,50.44,313.78,1.89,0.0,2.56,1.86,1.86,2.72,0.86,60,0.8,0.0
4,0,0,52,52,0,7,8.9,2.0,109.22,753.44,34.89,0.11,8.89,5.56,5.56,2.36,0.49,183,1.75,0.0
75,0,76,1317,1315,0,7,10.0,1.11,104.78,1139.11,5.0,0.33,6.22,10.0,10.0,0.98,0.22,161,2.22,10.0
287,0,10,7725,7725,0,18,8.35,1.22,287.89,2574.0,7.44,0.22,17.0,8.16,8.16,4.53,0.11,177,1.75,6.38
163,6,245,2437,2438,6,3,5.0,0.44,32.33,534.22,3.89,0.44,1.67,10.0,6.67,2.38,0.12,61,1.8,1.85
125,88,825,1922,2010,88,11,10.0,2.0,16.89,277.33,3.0,0.78,2.89,10.0,6.67,11.51,0.13,67,1.25,5.32
178,0,312,3530,3525,0,4,10.0,1.33,92.0,874.89,14.22,0.0,4.67,5.0,5.0,6.41,0.61,149,2.13,8.41
178,0,312,3530,3525,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8.41
429,0,958,6808,6807,0,16,5.0,1.67,258.11,2228.78,13.89,0.22,26.67,10.0,7.78,2.6,0.19,244,1.5,5.22
219,954,780,4783,5597,814,9,10.0,1.0,114.11,1583.56,4.78,0.11,16.89,7.04,7.04,0.37,0.23,239,1.56,5.47
18,0,18,263,263,0,6,-1.0,2.0,10.67,209.11,1.33,0.89,2.89,10.0,4.44,16.23,0.0,93,1.5,3.09
18,0,18,263,263,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3.09
6,15,27,69,84,15,3,-1.0,1.78,22.56,80.22,0.22,0.0,0.0,0.0,0.0,4.83,1.0,7,1.0,0.0
133,0,140,2515,2510,0,9,5.0,1.44,208.67,861.78,6.44,0.44,7.22,10.0,6.67,17.39,0.19,116,2.11,6.13
139,6,245,1701,1707,6,5,5.0,1.33,55.0,909.11,12.0,0.44,8.67,10.0,8.89,2.93,0.08,212,1.13,3.96
221,528,624,2585,3113,528,8,10.0,0.33,136.33,1234.67,8.22,0.22,3.67,10.0,10.0,0.45,0.27,174,1.5,9.33
199,273,135,2784,3048,273,18,10.0,0.78,76.11,1029.11,4.33,0.33,10.11,10.0,8.89,2.93,0.26,230,1.88,4.3
199,273,135,2784,3048,273,10,0.0,2.0,25.44,282.89,10.78,0.89,2.89,10.0,10.0,14.82,0.24,88,0.0,4.3
102,243,306,1115,1358,243,8,10.0,0.22,42.22,823.78,4.0,0.33,6.22,9.08,9.08,0.81,0.06,129,1.88,9.85
342,0,1335,4611,4610,0,12,8.35,2.0,134.33,1728.11,52.44,0.11,13.11,9.44,9.44,0.58,0.26,279,2.0,5.6
127,224,300,1838,2062,224,4,10.0,1.67,52.56,608.89,3.33,0.11,5.78,4.44,4.44,0.23,0.56,130,2.33,6.35
73,7,52,665,665,0,4,3.35,1.89,16.0,156.67,0.11,0.0,1.11,0.0,0.0,0.4,1.0,53,1.22,0.64
73,7,52,665,665,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.64
37,4,72,647,651,4,4,0.0,1.78,0.0,17.22,1.0,1.0,0.33,10.0,0.0,0.0,0.0,15,0.0,5.0
32,31,51,579,611,31,8,0.0,1.56,1.78,43.22,1.11,0.89,0.0,10.0,1.11,179.76,0.0,7,0.67,5.2
70,39,32,1246,1285,39,10,0.0,1.0,12.11,216.78,14.22,0.67,1.11,10.0,5.56,31.28,0.65,18,1.25,1.18
146,156,462,3950,4106,156,24,0.0,1.11,121.11,1045.0,5.56,0.11,9.78,8.16,7.41,2.17,0.18,347,1.91,5.02
60,12,0,848,821,12,16,-1.0,1.44,36.44,394.0,21.56,0.0,4.89,10.0,8.89,61.35,0.76,23,0.53,1.25
62,41,176,2286,2327,41,3,8.35,1.56,148.11,1373.56,3.11,0.22,3.22,6.3,6.3,1.27,0.31,190,1.63,2.09
62,41,176,2286,2327,41,1,6.67,2.0,81.78,925.67,8.33,0.0,14.0,4.44,4.44,1.26,0.64,181,1.3,2.09
216,195,185,3242,3435,195,10,5.0,1.0,188.56,13428.44,4.11,0.67,21.44,10.0,6.67,3.75,0.02,222,1.75,3.51
216,195,185,3242,3435,195,0,0.0,2.0,124.22,1336.22,6.0,0.44,5.44,10.0,10.0,0.07,0.17,169,3.13,3.51
71,0,12,1063,1063,0,8,0.0,2.0,115.89,1068.0,3.0,0.11,7.67,6.3,6.3,0.22,0.33,164,1.5,5.46
380,0,1148,7243,7239,0,17,5.0,1.22,183.89,1851.22,7.22,0.0,33.22,8.33,8.33,2.98,0.34,338,1.6,5.75
118,0,430,1711,1711,0,10,0.0,1.78,96.0,948.44,5.89,0.22,15.33,10.0,7.78,4.95,0.04,182,3.11,3.15
101,0,289,1439,1439,0,9,0.0,2.0,25.89,320.22,1.22,0.0,6.11,1.11,1.11,25.69,0.89,36,0.25,3.46
101,0,289,1439,1439,0,3,0.0,2.0,80.78,630.78,1.56,0.11,10.0,1.11,1.11,0.67,0.78,159,1.63,3.46
791,7,2332,14572,14557,155,16,-1.0,2.0,564.44,4722.78,16.89,0.0,74.56,5.57,5.57,0.63,0.25,492,2.13,5.01
225,212,38,6302,6535,212,17,5.0,0.33,301.22,3947.0,10.89,0.22,21.44,9.44,9.44,5.07,0.12,444,1.38,6.22
121,18,206,1492,1509,18,10,5.0,2.0,201.67,778.0,0.44,0.22,1.44,3.33,2.22,2.75,0.67,25,1.0,5.02
89,0,133,671,671,0,5,-1.0,2.0,0.22,9.22,0.0,0.0,0.0,0.0,0.0,2.52,1.0,6,0.0,0.64
91,0,303,716,716,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.83
82,353,232,1059,1409,359,2,-1.0,1.89,57.33,436.78,0.67,0.0,5.56,1.11,1.11,1.35,0.89,76,1.11,0.0
116,0,884,672,672,0,3,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.23
128,6,244,1014,1020,6,2,0.0,1.89,9.78,98.56,0.11,0.0,1.56,0.0,0.0,8.65,1.0,37,0.82,1.94
128,6,244,1014,1020,6,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.94
35,0,26,336,336,0,5,-1.0,1.89,1.67,22.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,0.88,0.48
35,0,26,336,336,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.48
304,0,261,3878,3878,0,11,5.0,1.67,179.0,2096.33,16.56,0.22,23.67,8.89,8.89,0.28,0.22,298,1.63,7.49
130,9,244,2063,2072,9,7,0.0,2.0,95.22,918.67,7.44,0.56,8.56,10.0,7.78,2.26,0.34,116,2.22,6.1
87,86,191,835,920,86,6,5.0,1.22,148.0,1401.44,3.44,0.44,6.0,10.0,10.0,2.19,0.26,149,1.78,5.34
118,0,175,1703,1703,1,19,0.0,2.0,39.33,484.89,5.44,0.44,6.56,10.0,5.56,20.09,0.34,135,2.13,0.0
93,0,160,1319,1319,0,3,0.0,2.0,26.44,365.89,5.89,0.0,4.89,1.11,1.11,8.01,0.76,28,1.29,0.0
93,0,160,1319,1319,0,5,10.0,2.0,85.56,1000.78,37.89,0.0,19.0,4.44,4.44,0.82,0.46,168,2.78,0.0
71,0,50,1215,1215,0,4,1.65,2.0,48.11,772.33,1.89,0.22,2.67,8.52,8.52,0.03,0.21,128,1.75,1.54
71,0,50,1215,1215,0,2,6.67,2.0,44.44,503.56,2.89,0.0,4.11,2.22,2.22,0.27,0.56,96,1.25,1.54
554,30,1429,10195,10224,30,7,10.0,2.0,197.56,3457.89,41.11,0.0,38.33,7.04,7.04,1.36,0.43,452,1.44,5.0
58,232,157,947,1179,232,4,-1.0,1.78,54.22,569.67,2.0,0.0,4.33,2.6,2.6,0.48,0.67,165,1.38,5.03
60,6,17,605,610,7,2,1.65,2.0,0.0,28.67,1.0,1.0,0.22,10.0,0.0,0.0,0.0,39,0.0,6.77
70,0,0,576,576,0,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5.49
295,795,1844,7814,8609,795,9,-1.0,1.89,125.78,1603.44,15.67,0.11,15.0,5.0,5.0,3.37,0.57,316,1.88,0.0
295,795,1844,7814,8609,795,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
103,111,563,931,1012,111,8,10.0,2.0,83.56,1151.0,2.0,0.44,3.0,7.03,2.59,4.23,0.22,169,1.13,5.8
64,185,190,664,811,185,5,5.0,1.33,27.0,434.67,3.56,0.22,0.11,5.56,5.56,1.44,0.37,128,2.13,7.11
388,4,1417,6492,6496,4,11,10.0,2.0,205.67,2568.33,29.11,0.11,32.11,9.44,9.44,0.48,0.26,233,1.88,6.4
168,0,279,1657,1657,0,4,5.0,2.0,53.89,385.67,1.44,0.67,4.67,8.89,4.44,22.77,0.19,87,1.88,0.87
187,151,433,1991,2142,151,1,-1.0,1.67,0.0,14.33,1.0,1.0,0.0,10.0,0.0,0.0,0.0,4,0.0,5.0
480,620,1819,6381,6972,620,21,10.0,0.67,81.44,2738.78,12.67,0.22,11.56,10.0,10.0,4.09,0.37,174,1.25,8.19
96,75,200,1598,1673,75,31,-1.0,2.0,63.56,926.33,6.33,0.33,2.56,10.0,8.89,0.99,0.35,149,1.63,7.12
96,75,200,1598,1673,75,29,5.0,2.0,53.22,2311.67,1.11,0.78,0.0,10.0,2.22,0.77,0.06,435,0.89,7.12
291,0,86,2236,2230,0,9,0.0,2.0,71.56,2074.44,1.56,1.0,0.0,10.0,3.33,1.15,0.0,390,1.22,7.42
141,256,38,1383,1627,256,8,5.0,1.78,0.0,16.78,0.89,0.89,0.22,10.0,0.0,0.0,0.0,17,0.0,7.04
142,53,188,1676,1719,50,14,5.0,1.78,80.0,952.89,5.78,0.33,3.89,10.0,8.89,2.06,0.17,145,1.4,8.7
132,42,70,1538,1576,42,18,5.0,2.0,129.89,1387.0,6.0,0.33,1.78,10.0,10.0,3.06,0.33,267,1.7,5.88
85,0,2,819,809,0,6,1.65,1.89,0.0,27.89,1.56,1.0,0.0,10.0,0.0,7009.0,0.0,16,0.0,5.89
47,3,170,327,330,3,3,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.32
159,303,5,1926,2229,303,14,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,6.92
159,303,5,1926,2229,303,10,5.0,1.67,58.78,1780.89,17.56,0.44,20.0,10.0,8.89,17.2,0.15,104,1.0,6.92
105,11,74,868,869,11,6,5.0,1.67,37.56,510.44,3.89,0.44,3.0,10.0,6.67,7.93,0.21,174,1.75,6.73
28,2,6,320,330,2,7,5.0,1.89,73.33,1136.33,3.0,0.56,2.44,10.0,8.89,1.05,0.14,210,3.0,6.13
18,0,53,165,160,0,5,5.0,1.0,0.22,24.44,2.11,0.78,0.0,8.89,1.11,5858.5,0.2,8,0.0,5.86
33,0,5,272,272,0,4,5.0,1.67,0.22,26.78,1.0,0.78,0.0,8.89,1.11,0.0,0.17,34,0.0,7.63
76,3,29,1341,1344,3,4,10.0,1.89,14.78,112.56,1.78,0.78,1.11,10.0,2.22,393.94,0.08,14,0.0,6.84
76,3,29,1341,1344,3,4,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,6.84
346,2278,1212,7372,9648,2274,13,6.65,1.56,156.56,16685.67,11.33,0.22,45.56,10.0,10.0,5.2,0.42,333,2.5,7.85
436,1103,6587,8306,9409,1160,20,5.0,1.56,448.0,4132.67,13.11,0.11,31.11,10.0,10.0,0.96,0.11,259,2.1,6.97
458,38,1202,10278,10316,38,16,10.0,2.0,275.0,3024.0,16.56,0.0,30.56,10.0,10.0,2.21,0.44,412,1.88,9.91
224,734,1201,3626,4360,734,15,8.35,2.0,350.0,3576.0,20.0,0.0,24.22,10.0,10.0,1.76,0.43,435,1.67,7.05
198,11,182,3400,3413,11,13,8.35,1.33,525.56,6305.0,9.44,0.33,12.56,10.0,7.78,2.29,0.45,1170,1.36,8.95
60,42,31,822,864,42,8,3.35,0.67,1.11,42.0,2.56,0.89,0.44,10.0,1.11,1428.67,0.1,22,0.0,7.13
59,29,160,1229,1258,29,6,10.0,1.67,34.0,193.22,3.0,0.56,2.89,10.0,3.33,122.09,0.3,71,0.67,5.15
75,12,96,1307,1319,12,4,0.0,0.33,0.0,29.78,0.89,0.89,1.56,10.0,0.0,0.0,0.0,15,0.0,5.03
50,7,125,795,802,7,6,0.0,1.33,0.0,45.11,1.33,0.78,0.22,10.0,1.11,8993.33,0.06,30,0.0,3.36
37,213,190,408,618,213,1,0.0,2.0,1.33,45.67,1.0,0.78,0.89,10.0,3.33,249.01,0.0,38,0.66,0.0
399,127,284,6437,6558,130,23,5.0,0.78,370.56,4251.11,18.0,0.11,40.89,10.0,10.0,2.5,0.22,584,1.5,6.47
131,0,227,1988,1988,0,26,10.0,1.78,140.78,1717.67,7.0,0.11,15.22,10.0,10.0,2.45,0.23,285,1.5,7.91
205,82,396,3035,3117,82,4,6.7,2.0,53.22,790.0,20.56,0.22,5.78,10.0,10.0,0.53,0.2,173,1.44,7.05
259,154,548,4580,4727,154,13,6.7,2.0,87.56,1330.78,8.33,0.11,11.67,10.0,10.0,1.78,0.16,200,1.5,8.1
149,756,157,1828,2584,756,12,10.0,0.33,2.44,52.11,1.11,0.89,0.0,10.0,1.11,1060.96,0.03,14,0.25,8.2
149,756,157,1828,2584,756,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8.2
58,1,116,907,908,1,1,5.0,1.33,0.22,17.44,1.0,1.0,0.0,10.0,0.0,7106.0,0.0,8,0.0,7.63
426,4357,345,15391,19745,4354,37,5.0,2.0,354.11,4775.22,17.56,0.22,36.0,10.0,10.0,5.73,0.15,541,1.5,0.0
27,45,33,611,656,45,12,5.0,2.0,25.33,88.22,1.0,0.78,0.44,10.0,8.89,76.84,0.0,9,1.0,5.49
309,72,221,4255,4325,79,23,3.35,2.0,197.22,2018.78,7.67,0.22,16.33,8.52,8.52,0.17,0.19,501,2.88,1.57
204,5,195,2612,2615,5,8,6.7,1.11,172.67,1786.0,6.44,0.11,8.89,10.0,10.0,0.22,0.17,158,1.63,8.46
49,0,1,356,356,0,1,10.0,2.0,0.11,16.11,0.11,0.0,0.11,0.74,0.74,14.18,0.89,6,0.0,5.26
520,1677,1690,9564,11230,1677,29,5.0,0.89,175.89,4471.67,47.22,0.0,18.44,10.0,10.0,0.33,0.38,591,1.75,8.43
174,95,249,8999,9128,95,24,10.0,0.89,88.89,1393.0,10.11,0.33,10.22,10.0,10.0,2.99,0.2,322,1.56,8.94
38,0,21,288,288,11,1,5.0,0.44,0.0,52.0,0.78,0.78,1.33,10.0,4.44,0.0,0.0,18,0.0,5.43
97,86,252,829,915,86,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
105,0,57,1054,1054,0,2,0.0,1.67,0.0,14.11,1.0,1.0,0.0,10.0,0.0,0.0,0.0,4,0.0,4.57
138,587,676,1650,2233,587,9,3.35,1.44,46.0,408.67,2.22,0.78,4.33,9.63,2.97,16.87,0.11,83,1.38,6.65
315,217,599,4541,4744,224,5,6.65,1.78,138.33,1809.11,8.44,0.22,17.22,10.0,10.0,0.37,0.12,149,1.0,6.81
123,92,399,1810,1894,92,13,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,6.21
123,92,399,1810,1894,92,10,5.0,2.0,97.78,675.89,4.22,0.44,3.22,10.0,5.56,14.54,0.08,112,1.63,6.21
297,381,978,3395,3764,381,9,5.0,1.44,114.11,1313.11,4.11,0.44,5.33,10.0,10.0,0.39,0.09,159,2.56,6.39
58,87,117,617,704,87,8,0.0,1.78,170.44,691.33,2.33,0.67,7.44,10.0,4.44,14.36,0.09,109,2.44,6.58
23,0,0,182,182,0,6,5.0,1.11,19.33,262.89,7.33,0.67,2.78,10.0,4.44,50.29,0.08,56,0.59,8.35
123,33,89,2472,2505,33,15,5.0,1.11,251.44,1425.0,7.11,0.22,7.67,10.0,10.0,11.57,0.3,120,1.56,6.25
48,59,144,536,578,59,10,-1.0,1.33,27.67,103.56,2.22,0.33,0.44,4.44,1.11,183.24,0.66,14,0.0,1.02
60,0,122,1220,1220,0,11,5.0,2.0,64.22,466.33,3.44,0.56,1.44,10.0,4.44,32.54,0.14,130,0.89,6.88
60,0,0,625,625,0,11,-1.0,1.89,79.89,697.22,8.22,0.56,3.11,8.89,3.7,3.12,0.18,136,1.0,0.0
87,4,70,1213,1217,4,3,0.0,1.33,8.0,43.11,1.44,0.67,0.0,10.0,2.22,0.0,0.06,11,0.0,5.0
57,0,0,1081,1075,0,12,5.0,2.0,76.11,905.89,14.0,0.33,8.11,6.67,5.56,0.41,0.34,92,1.63,5.02
614,5613,3094,11073,16727,5613,15,0.0,0.89,304.44,3974.89,20.44,0.0,40.89,7.23,7.23,5.2,0.38,551,2.0,2.0
164,662,2584,1522,2184,662,5,5.0,1.22,96.56,993.67,5.33,0.11,4.44,10.0,10.0,1.32,0.29,160,1.88,8.43
140,323,194,2834,3157,323,6,10.0,0.89,57.89,855.78,13.33,0.44,4.56,10.0,6.67,33.96,0.25,121,1.56,7.23
169,259,521,4079,4338,259,16,10.0,1.0,169.67,1626.0,5.0,0.11,9.0,8.89,8.89,2.58,0.15,204,1.5,7.02
44,72,63,417,488,72,0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.02
24,0,0,200,197,0,2,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.39
194,124,269,3461,3543,92,17,10.0,1.11,113.11,1212.22,7.22,0.22,5.11,10.0,10.0,2.35,0.26,207,1.88,7.33
664,4629,2183,16184,20811,4627,8,10.0,1.11,361.0,4064.67,74.0,0.11,48.22,10.0,10.0,0.66,0.31,386,1.75,7.61
18,24,7,97,121,24,5,-1.0,1.78,14.44,114.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,0.88,0.0
45,0,59,700,700,0,5,0.0,1.11,57.78,570.33,0.44,0.0,5.22,0.0,0.0,0.01,1.0,74,1.13,0.85
429,2108,1270,6018,8126,2108,3,6.65,1.44,83.67,2148.67,94.56,0.22,7.11,8.89,8.89,1.34,0.35,379,1.62,5.05
834,1875,2534,14457,16326,1875,36,8.35,1.11,304.22,3956.89,24.89,0.0,62.11,7.79,7.79,1.46,0.22,471,1.64,0.0
1,1,0,12,13,1,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
228,70,790,4757,4825,74,13,0.0,0.33,97.56,1397.67,10.78,0.33,13.22,8.52,8.52,1.22,0.27,190,1.25,0.0
43,6,240,728,730,6,3,0.0,2.0,21.33,299.89,1.89,0.11,1.89,1.11,1.11,1.76,0.78,63,1.38,0.0
33,95,7,901,996,95,2,-1.0,1.44,0.0,81.67,0.89,0.78,2.11,10.0,3.33,0.0,0.0,13,0.0,0.17
153,154,22,1607,1749,154,4,5.0,1.67,42.89,433.11,2.67,0.0,4.0,3.33,3.33,1.26,0.75,87,1.25,0.48
112,0,66,1669,1669,0,6,5.0,1.67,0.44,145.78,22.78,0.33,5.44,8.52,6.3,0.0,0.35,27,0.0,5.09
16,0,32,432,432,0,6,0.0,0.78,18.22,82.56,3.89,0.78,0.0,8.89,2.22,97.23,0.21,10,0.88,1.13
112,0,80,1950,1950,0,6,5.0,0.0,33.44,240.78,3.67,0.44,3.44,10.0,4.44,51.9,0.25,32,0.61,5.45
87,0,73,1315,1303,0,8,5.0,1.78,60.22,636.0,5.22,0.89,3.67,10.0,2.22,8.62,0.02,122,1.63,6.21
48,4,4,856,860,4,8,5.0,1.44,108.33,1108.11,3.0,0.56,5.67,10.0,10.0,1.37,0.0,122,1.55,5.88
8,0,4,72,72,0,8,0.0,1.44,21.11,553.0,1.11,0.89,2.44,10.0,8.89,9.61,0.0,143,1.12,5.51
14,2,12,429,431,2,6,-1.0,2.0,0.0,33.11,1.44,0.78,0.11,10.0,1.11,13533.5,0.11,52,0.0,0.0
